election_year,state_name,constituency_name,constituency_type,party_name,candidate_name,EVM_votes,postal_votes,total_votes,rank,units
2024,Punjab,Firozpur,General,Bahujan Samaj Party,SURINDER KAMBOJ,8347,86,8433,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,JASKARAN SINGH KAHAN SINGH WALA,6480,55,6535,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,SUKHDEV SINGH,4597,2,4599,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,SAHIL MONGA,3705,19,3724,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,PRITAM SINGH,3030,1,3031,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,GURPREET SINGH,2894,3,2897,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,ARWINDER SINGH,2556,14,2570,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,DEEPAK KUMAR DEEP DASHANAND,2435,1,2436,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,RAJ,2428,4,2432,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Punjab National Party,PREM CHAND BOONGI,1944,3,1947,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Rashtriya Republican Party,AJIT SINGH,1609,6,1615,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,SURINDER KUMAR BANSAL,1537,3,1540,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,HARPREET SINGH,1531,7,1538,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,India Praja Bandhu Party,KULDEEP SINGH,1484,6,1490,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Jan Sewa Driver Party,BALWINDER SINGH CHOHAN,1366,1,1367,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Republican Party of India (Athawale),BALWINDER SINGH,1364,,1364,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,GURCHARAN SINGH,1338,4,1342,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,UMESH KUMAR,1319,1,1320,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Nationalist Justice Party,BALWANT SINGH SAMMEWALI,1148,4,1152,26,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,MOHAN SINGH,1075,3,1078,27,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,JASKARAN SINGH SIDHU,970,1,971,28,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,JASWANT SINGH KHATRI,820,1,821,29,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,Independent,CHAMKAUR SINGH,638,4,642,30,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Firozpur,General,None of the Above,NOTA,5895,205,6100,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Shiromani Akali Dal,HARSIMRAT KAUR BADAL,375019,1539,376558,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Aam Aadmi Party,GURMEET SINGH KHUDIAN,325019,1883,326902,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Indian National Congress,JEETMOHINDER SINGH SIDHU,200859,1152,202011,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Bharatiya Janata Party,PARAMPAL KAUR SIDHU,110255,507,110762,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),LAKHVIR SINGH LAKHA SIDHANA,84222,462,84684,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Bahujan Samaj Party,NIKKA SINGH,12979,60,13039,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,JAGJIWAN BALLI,5480,4,5484,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,PARWINDER SINGH,4494,3,4497,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,PALA RAM,3428,7,3435,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,BHAGWANT SINGH SAMAON,3372,16,3388,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,GURMEET SINGH,3072,10,3082,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Aazad Samaj Party (Kanshi Ram),JASVIR SINGH BATHINDA,3039,106,3145,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Jan Sewa Driver Party,GURPREET SINGH URF PREET GHAINT,2619,9,2628,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,GURBARN SINGH,1618,9,1627,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Bharatheeya Jawan Kisan Party,NAIB SINGH,1593,8,1601,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,KULWANT SINGH,1172,10,1182,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Independent,AMANDEEP SINGH,1146,2,1148,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,Nationalist Justice Party,POONAM RANI,1060,4,1064,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Bathinda,General,None of the Above,NOTA,4818,115,4933,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Aam Aadmi Party,GURMEET SINGH MEET HAYER,362791,1294,364085,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Indian National Congress,SUKHPAL SINGH KHAIRA,190209,1316,191525,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),SIMRANJIT SINGH MANN,186543,703,187246,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Bharatiya Janata Party,ARVIND KHANNA,127781,472,128253,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Shiromani Akali Dal,IQBAL SINGH JHUNDAN,62265,223,62488,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Bahujan Samaj Party,MAKHAN SINGH,37604,127,37731,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Apni Ekta Party,PARDEEP KUMAR,5131,8,5139,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Aazad Samaj Party (Kanshi Ram),HARBHAJAN SINGH,3417,14,3431,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,SUKHWINDER SINGH,3225,,3225,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,BALWINDER SINGH SEKHON,2562,10,2572,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,BALWINDER SINGH,2284,4,2288,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,JASWANT SINGH,2222,2,2224,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,PAPPU KUMAR,1826,1,1827,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Punjab National Party,KRISHAN DEV,1803,12,1815,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,AMANPREET SINGH,1686,7,1693,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Aam Janta Party (India),RANGI KHAN,1578,3,1581,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Bhartiya Jan Samman Party,JILE SINGH,1546,2,1548,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,"Adarsh Janta Party,",KAMAL KUMAR VERMA (BHASAUR),1376,,1376,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,CHANNVEER SINGH,1281,2,1283,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Nationalist Justice Party,JAGTAR SINGH,1224,1,1225,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,VIJAY SYAL,1144,1,1145,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,India Greens Party,HARPREET KAUR,1095,10,1105,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,Independent,RAJA SINGH,1037,3,1040,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Sangrur,General,None of the Above,NOTA,3773,47,3820,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Indian National Congress,DR DHARAMVIRA GANDHI,304672,944,305616,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Aam Aadmi Party,DR BALBIR SINGH,290085,700,290785,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Bharatiya Janata Party,PRENEET KAUR,288470,528,288998,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Shiromani Akali Dal,N K SHARMA,153780,198,153978,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),PROF MOHINDER PAL SINGH,47152,122,47274,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Bahujan Samaj Party,JAGJIT SINGH CHHARBAR,22334,66,22400,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,ARVINDER KUMAR,3808,4,3812,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,JAGDISH KUMAR,3236,3,3239,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,SUKHVINDER SINGH,2885,9,2894,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,JODH SINGH PARMAR KAULI,2795,,2795,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Bharatheeya Jawan Kisan Party,DEVINDER RAJPUT,2302,9,2311,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,NEERAJ KUMAR NANNA,2299,3,2302,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,PARAMJIT SINGH S/O TARLOCHAN SINGH,2264,3,2267,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Jan Janwadi Party,AMARJIT SINGH JAGDE RAHO,1981,11,1992,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Akhil Bhartiya Parivar Party,RANJIT SINGH,1964,3,1967,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,GURBACHAN SINGH,1589,5,1594,17,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,PARAMJIT SINGH S/O BHAGWAN SINGH,1565,4,1569,18,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,VISHAL SHARMA,1474,1,1475,19,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,LABH SINGH PAL,1443,,1443,20,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,CHAMKILA SINGH,1225,3,1228,21,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Hindustan Shakti Sena,KRISHAN KUMAR GABA,1000,8,1008,22,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Revolutionary Socialist Party,MANDEEP SINGH,970,3,973,23,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,MAKHAN SINGH,904,3,907,24,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,DIMPLE,846,4,850,25,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,BINDER KAUR,707,4,711,26,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,Independent,MANOJ KUMAR,674,,674,27,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Punjab,Patiala,General,None of the Above,NOTA,6641,40,6681,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Indian National Congress,KULDEEP INDORA,719896,6596,726492,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Bharatiya Janata Party,PRIYANKA BALAN MEGHWAL,632097,6242,638339,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Bahujan Samaj Party,DEVKARAN NAYAK,16090,212,16302,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Independent,RAJKUMAR,4350,25,4375,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Indian Peoples Green Party,KULWANT KAUR,4338,24,4362,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Independent,DAYA RAM,3285,434,3719,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Bhartiya Jan Samman Party,RAJENDER KUMAR,2383,60,2443,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Independent,KANA RAM,2248,18,2266,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,Jai Hind Congress Party,MAJOR SINGH,2075,26,2101,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Ganganagar,Scheduled Caste,None of the Above,NOTA,12940,155,13095,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Bharatiya Janata Party,ARJUN RAM MEGHWAL,561240,5497,566737,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Indian National Congress,GOVINDRAM MEGHWAL,506966,4060,511026,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Bahujan Samaj Party,KHETA RAM,8249,50,8299,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Independent,ATMA RAM GUJARATI,6267,14,6281,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Independent,RATANI DEVI,3894,32,3926,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Independent,SATYANARAYAN DEVRA,2958,8,2966,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Independent,PUKHRAJ NAYAK,2621,54,2675,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Independent,BABU LAL,2010,9,2019,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,Independent,GOPI CHAND MEGHWAL,1787,8,1795,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,BIKANER,Scheduled Caste,None of the Above,NOTA,12431,127,12558,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Indian National Congress,RAHUL KASWAN,719352,8859,728211,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Bharatiya Janata Party,DEVENDRA JHAJHARIA,647891,7583,655474,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Bahujan Samaj Party,DEIRAM MEGHWAL,11145,126,11271,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,RAMESH KUMAR,5720,4,5724,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Bharat Rakshak Party (Democratic),GOMATI DHARAMPAL KATARIA,4937,24,4961,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,SUKHDEV,4550,9,4559,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,RANVEER SINGH,1809,3,1812,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,BISAN SINGH,1571,73,1644,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,National Janmandal Party,DAULAT RAM PENSIA,1178,15,1193,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,YUSUF ALI KHAN,1176,54,1230,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Bheem Tribal Congress,SHISHPAL SINGH RANA,671,4,675,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,NIRANJAN SINGH RATHORE,648,20,668,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,Independent,ASLAM LILGAR,558,9,567,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Churu,General,None of the Above,NOTA,6583,73,6656,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Indian National Congress,BRIJENDRA SINGH OLA,541203,11965,553168,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Bharatiya Janata Party,SHUBHKARAN CHOUDHARY,523669,11264,534933,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Independent,SHEKHAWAT RAJENDRA SINGH,7389,301,7690,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Bahujan Samaj Party,BANSHIDHAR,6679,188,6867,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Ambedkarite Party of India,DURGA PRASAD MEENA,5440,57,5497,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Independent,ALTIF,2025,25,2050,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Bheem Tribal Congress,SATYANARAYAN,1127,23,1150,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,Bahujan Kranti Party (Marxwad-Ambedkarwad),HAZARI LAL,922,18,940,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jhunjhunu,General,None of the Above,NOTA,6454,178,6632,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Communist Party of India (Marxist),AMRARAM,645559,13741,659300,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Bharatiya Janata Party,SUMEDHANAND SARASWATI,574740,11664,586404,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Independent,SURESH PAREEK,10014,7,10021,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Bahujan Samaj Party,AMARCHAND,8293,326,8619,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Independent,VISHNU KUMAR NATRAJ,5796,7,5803,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Independent,RAVINDRA SINGH SHEKHAWAT,5775,250,6025,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Ambedkarite Party of India,ASHOK SEHRA,5333,49,5382,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Ummeed Party of India,DHIRENDRA VERMA,2885,59,2944,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Independent,MAHESH KUMAR,1962,94,2056,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Rashtriya Sawarn Dal,BENI PRASAD KAUSHIK (LATA),1720,11,1731,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Bhartiya Party,RAMESH SHARMA,1516,33,1549,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Bharatiya Yuva Jan Ekta Party,VIJENDER MAHARIA,1421,30,1451,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Independent,OM PRAKASH,1182,42,1224,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,Independent,BIRBALSINGH,1034,47,1081,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Sikar,General,None of the Above,NOTA,7081,185,7266,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Bharatiya Janata Party,RAO RAJENDRA SINGH,608189,9688,617877,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Indian National Congress,ANIL CHOPRA,602293,13969,616262,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Bahujan Samaj Party,HANUMAN SAHAY,3773,77,3850,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,RAMSINGH KASANA,3701,6,3707,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Ambedkarite Party of India,DR DASHRATH HINUNIA,2669,12,2681,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,KAHANVI BOHRA,1658,53,1711,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,DR RAM ROOP MEENA ADVOCATE,1589,15,1604,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,NEHA SINGH GURJAR,1378,29,1407,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,PRAKASH KUMAR SHARMA,1033,7,1040,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Republican Party of India (A),AJAY BHAT,931,17,948,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,DEVHANS,924,17,941,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Independent,DR OM SINGH MEENA SEHARA,676,58,734,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Right to Recall Party,ADITYA PRAKASH SHARMA,650,16,666,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Rashtriya Sawarn Dal,YOGI JEETENDRA NATH ADVOCATE,556,6,562,15,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,Bheem Tribal Congress,ADVOCATE HARI KISHAN TIWARI,541,4,545,16,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur Rural,General,None of the Above,NOTA,7405,114,7519,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Bharatiya Janata Party,MANJU SHARMA,878643,8207,886850,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Indian National Congress,PRATAP SINGH KHACHARIYAWAS,549424,5659,555083,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Bahujan Samaj Party,RAJESH TANWAR,3420,41,3461,4,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Independent,HARI NARAYAN MEENA,2193,9,2202,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Independent,RAJEEV ROLIWAL,962,8,970,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Independent,YOGESH SHARMA,811,5,816,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Rashtriya Sanatan Party,NARENDER SHARMA,665,4,669,8,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Socialist Unity Centre Of India (COMMUNIST),KULDEEP SINGH,605,10,615,9,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Independent,DR. ASEEM VERMA,562,10,572,10,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Indian Peoples Green Party,PRADEEP VERMA,445,3,448,11,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Bheem Tribal Congress,ADVOCATE HARI KISHAN TIWARI,384,16,400,12,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Right to Recall Party,SHASHANK SINGH ARYA,372,21,393,13,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,Rashtriya Samta Vikas Party,TRILOK TIWARI,344,7,351,14,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Jaipur,General,None of the Above,NOTA,10280,148,10428,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Bharatiya Janata Party,BHUPENDER YADAV,624110,7882,631992,1,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Indian National Congress,LALIT YADAV,575964,7746,583710,2,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Bahujan Samaj Party,FAZAL HUSSAIN,19178,109,19287,3,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Sarv Samaj Party,PARDEEP KUMAR,4339,23,4362,5,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Independent,VIVEK JAIN,2429,9,2438,6,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Independent,RAMBABU SHARMA,2207,25,2232,7,"EVM_votes, postal_votes, total_votes in absolute number"
2024,Rajasthan,Alwar,General,Independent,AMIT GUPTA,1366,23,1389,8,"EVM_votes, postal_votes, total_votes in absolute number"
